,sacc_transformed,qseqid,staxids,sseqid,pident,evalue,bitscore,qgi,sgi,sacc,sscinames,scomnames,stitle,organism_name_taxdb,genus,family,superfamily,order,class,phylum,query_info
361,WP_104909078,WP_010874243,1618022,WP_104909078.1_GCF_002949795.1_ASM294979v1,81.712,0.0,890.0,0,0,WP_104909078.1_GCF_002949795.1_ASM294979v1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',circadian clock protein KaiC [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'],Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont']
362,WP_099099291,WP_010874242,1618022,WP_099099291.1_GCF_002949795.1_ASM294979v1,89.362,3.18e-54,167.0,0,0,WP_099099291.1_GCF_002949795.1_ASM294979v1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',MULTISPECIES: circadian clock protein KaiB [Nostoc],Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Nostoc]
363,WP_104906328,WP_010874242,1618022,WP_104906328.1_GCF_002949795.1_ASM294979v1,46.341,5.44e-19,82.0,0,0,WP_104906328.1_GCF_002949795.1_ASM294979v1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',circadian clock KaiB family protein [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'],Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont']
364,WP_104909079,WP_010874241,1618022,WP_104909079.1_GCF_002949795.1_ASM294979v1,50.0,2.9299999999999998e-24,100.0,0,0,WP_104909079.1_GCF_002949795.1_ASM294979v1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',KaiA family protein [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'],Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,KaiA family protein [Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont']
365,WP_012409410,WP_010874243,63737,WP_012409410.1_GCF_000020025.1_ASM2002v1,82.49,0.0,889.0,0,0,WP_012409410.1_GCF_000020025.1_ASM2002v1,Nostoc punctiforme PCC 73102,Nostoc punctiforme PCC 73102,MULTISPECIES: circadian clock protein KaiC [Nostoc],Nostoc punctiforme PCC 73102,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Nostoc]
366,WP_012409411,WP_010874242,63737,WP_012409411.1_GCF_000020025.1_ASM2002v1,88.0,2.6e-57,175.0,0,0,WP_012409411.1_GCF_000020025.1_ASM2002v1,Nostoc punctiforme PCC 73102,Nostoc punctiforme PCC 73102,circadian clock protein KaiB [Nostoc punctiforme],Nostoc punctiforme PCC 73102,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Nostoc punctiforme]
367,WP_083782471,WP_010874242,63737,WP_083782471.1_GCF_000020025.1_ASM2002v1,46.341,7.99e-19,82.0,0,0,WP_083782471.1_GCF_000020025.1_ASM2002v1,Nostoc punctiforme PCC 73102,Nostoc punctiforme PCC 73102,circadian clock KaiB family protein [Nostoc punctiforme],Nostoc punctiforme PCC 73102,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Nostoc punctiforme]
368,WP_012409412,WP_010874241,63737,WP_012409412.1_GCF_000020025.1_ASM2002v1,33.178,1.1900000000000001e-29,115.0,0,0,WP_012409412.1_GCF_000020025.1_ASM2002v1,Nostoc punctiforme PCC 73102,Nostoc punctiforme PCC 73102,KaiA family protein [Nostoc punctiforme],Nostoc punctiforme PCC 73102,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,KaiA family protein [Nostoc punctiforme]
369,WP_096682382,WP_010874243,1973475,WP_096682382.1_GCF_002368215.1_ASM236821v1,82.779,0.0,889.0,0,0,WP_096682382.1_GCF_002368215.1_ASM236821v1,Nostoc sp. NIES-2111,Nostoc sp. NIES-2111,circadian clock protein KaiC [Nostoc sp. NIES-2111],Nostoc sp. NIES-2111,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Nostoc sp. NIES-2111]
370,WP_067763282,WP_010874242,1973475,WP_067763282.1_GCF_002368215.1_ASM236821v1,84.762,9.29e-59,179.0,0,0,WP_067763282.1_GCF_002368215.1_ASM236821v1,Nostoc sp. NIES-2111,Nostoc sp. NIES-2111,MULTISPECIES: circadian clock protein KaiB [unclassified Nostoc],Nostoc sp. NIES-2111,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Nostoc]
371,WP_067768554,WP_010874242,1973475,WP_067768554.1_GCF_002368215.1_ASM236821v1,50.0,2.19e-21,88.6,0,0,WP_067768554.1_GCF_002368215.1_ASM236821v1,Nostoc sp. NIES-2111,Nostoc sp. NIES-2111,MULTISPECIES: circadian clock KaiB family protein [unclassified Nostoc],Nostoc sp. NIES-2111,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [unclassified Nostoc]
372,WP_067763284,WP_010874241,1973475,WP_067763284.1_GCF_002368215.1_ASM236821v1,50.526,1.3e-27,106.0,0,0,WP_067763284.1_GCF_002368215.1_ASM236821v1,Nostoc sp. NIES-2111,Nostoc sp. NIES-2111,MULTISPECIES: circadian clock protein KaiA [unclassified Nostoc],Nostoc sp. NIES-2111,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiA [unclassified Nostoc]
373,WP_096603843,WP_010874243,1954172,WP_096603843.1_GCF_002368195.1_ASM236819v1,83.633,0.0,889.0,0,0,WP_096603843.1_GCF_002368195.1_ASM236819v1,Calothrix sp. NIES-2100,Calothrix sp. NIES-2100,circadian clock protein KaiC [Calothrix sp. NIES-2100],Calothrix sp. NIES-2100,Calothrix,Calotrichaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Calothrix sp. NIES-2100]
374,WP_096608162,WP_010874242,1954172,WP_096608162.1_GCF_002368195.1_ASM236819v1,89.362,1.58e-54,168.0,0,0,WP_096608162.1_GCF_002368195.1_ASM236819v1,Calothrix sp. NIES-2100,Calothrix sp. NIES-2100,circadian clock protein KaiB [Calothrix sp. NIES-2100],Calothrix sp. NIES-2100,Calothrix,Calotrichaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Calothrix sp. NIES-2100]
375,WP_096607064,WP_010874242,1954172,WP_096607064.1_GCF_002368195.1_ASM236819v1,47.561,1.84e-19,83.6,0,0,WP_096607064.1_GCF_002368195.1_ASM236819v1,Calothrix sp. NIES-2100,Calothrix sp. NIES-2100,circadian clock KaiB family protein [Calothrix sp. NIES-2100],Calothrix sp. NIES-2100,Calothrix,Calotrichaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Calothrix sp. NIES-2100]
376,WP_096608161,WP_010874241,1954172,WP_096608161.1_GCF_002368195.1_ASM236819v1,47.826,1.56e-31,117.0,0,0,WP_096608161.1_GCF_002368195.1_ASM236819v1,Calothrix sp. NIES-2100,Calothrix sp. NIES-2100,circadian clock protein KaiA [Calothrix sp. NIES-2100],Calothrix sp. NIES-2100,Calothrix,Calotrichaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiA [Calothrix sp. NIES-2100]
377,WP_006198953,WP_010874243,313624,WP_006198953.1_GCF_000340565.2_ASM34056v3,83.532,0.0,889.0,0,0,WP_006198953.1_GCF_000340565.2_ASM34056v3,Nodularia spumigena CCY9414,Nodularia spumigena CCY9414,circadian clock protein KaiC [Nodularia spumigena],Nodularia spumigena CCY9414,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Nodularia spumigena]
378,WP_006198954,WP_010874242,313624,WP_006198954.1_GCF_000340565.2_ASM34056v3,92.553,1.59e-56,173.0,0,0,WP_006198954.1_GCF_000340565.2_ASM34056v3,Nodularia spumigena CCY9414,Nodularia spumigena CCY9414,circadian clock protein KaiB [Nodularia spumigena],Nodularia spumigena CCY9414,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Nodularia spumigena]
379,WP_042202243,WP_010874242,313624,WP_042202243.1_GCF_000340565.2_ASM34056v3,45.122,7.86e-19,81.6,0,0,WP_042202243.1_GCF_000340565.2_ASM34056v3,Nodularia spumigena CCY9414,Nodularia spumigena CCY9414,circadian clock KaiB family protein [Nodularia spumigena],Nodularia spumigena CCY9414,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Nodularia spumigena]
380,WP_006198955,WP_010874241,313624,WP_006198955.1_GCF_000340565.2_ASM34056v3,51.546,3.67e-27,105.0,0,0,WP_006198955.1_GCF_000340565.2_ASM34056v3,Nodularia spumigena CCY9414,Nodularia spumigena CCY9414,circadian clock protein KaiA [Nodularia spumigena],Nodularia spumigena CCY9414,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiA [Nodularia spumigena]
381,WP_096581105,WP_010874243,231146,WP_096581105.1_GCF_002368295.1_ASM236829v1,83.433,0.0,889.0,0,0,WP_096581105.1_GCF_002368295.1_ASM236829v1,Tolypothrix tenuis PCC 7101,Tolypothrix tenuis PCC 7101,MULTISPECIES: circadian clock protein KaiC [Nostocales],Tolypothrix tenuis PCC 7101,Tolypothrix,Tolypothrichaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Nostocales]
382,WP_045867907,WP_010874242,231146,WP_045867907.1_GCF_002368295.1_ASM236829v1,90.426,7.72e-55,169.0,0,0,WP_045867907.1_GCF_002368295.1_ASM236829v1,Tolypothrix tenuis PCC 7101,Tolypothrix tenuis PCC 7101,MULTISPECIES: circadian clock protein KaiB [Nostocales],Tolypothrix tenuis PCC 7101,Tolypothrix,Tolypothrichaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Nostocales]
383,WP_096584070,WP_010874242,231146,WP_096584070.1_GCF_002368295.1_ASM236829v1,48.78,3.4800000000000006e-21,87.8,0,0,WP_096584070.1_GCF_002368295.1_ASM236829v1,Tolypothrix tenuis PCC 7101,Tolypothrix tenuis PCC 7101,MULTISPECIES: circadian clock KaiB family protein [Nostocales],Tolypothrix tenuis PCC 7101,Tolypothrix,Tolypothrichaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [Nostocales]
384,WP_096584139,WP_010874241,231146,WP_096584139.1_GCF_002368295.1_ASM236829v1,48.305,3.98e-33,122.0,0,0,WP_096584139.1_GCF_002368295.1_ASM236829v1,Tolypothrix tenuis PCC 7101,Tolypothrix tenuis PCC 7101,MULTISPECIES: circadian clock protein KaiA [Nostocales],Tolypothrix tenuis PCC 7101,Tolypothrix,Tolypothrichaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiA [Nostocales]
385,WP_107806173,WP_010874243,1914872,WP_107806173.1_GCF_003054475.1_ASM305447v1,83.532,0.0,889.0,0,0,WP_107806173.1_GCF_003054475.1_ASM305447v1,Nodularia spumigena UHCC 0039,Nodularia spumigena UHCC 0039,circadian clock protein KaiC [Nodularia spumigena],Nodularia spumigena UHCC 0039,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Nodularia spumigena]
386,WP_006198954,WP_010874242,1914872,WP_006198954.1_GCF_003054475.1_ASM305447v1,92.553,1.59e-56,173.0,0,0,WP_006198954.1_GCF_003054475.1_ASM305447v1,Nodularia spumigena UHCC 0039,Nodularia spumigena UHCC 0039,circadian clock protein KaiB [Nodularia spumigena],Nodularia spumigena UHCC 0039,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Nodularia spumigena]
387,WP_107805757,WP_010874242,1914872,WP_107805757.1_GCF_003054475.1_ASM305447v1,45.122,7.12e-19,82.0,0,0,WP_107805757.1_GCF_003054475.1_ASM305447v1,Nodularia spumigena UHCC 0039,Nodularia spumigena UHCC 0039,circadian clock KaiB family protein [Nodularia spumigena],Nodularia spumigena UHCC 0039,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Nodularia spumigena]
388,WP_006198955,WP_010874241,1914872,WP_006198955.1_GCF_003054475.1_ASM305447v1,51.546,3.67e-27,105.0,0,0,WP_006198955.1_GCF_003054475.1_ASM305447v1,Nodularia spumigena UHCC 0039,Nodularia spumigena UHCC 0039,circadian clock protein KaiA [Nodularia spumigena],Nodularia spumigena UHCC 0039,Nodularia,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiA [Nodularia spumigena]
389,WP_094328523,WP_010874243,1261031,WP_094328523.1_GCF_002949735.1_ASM294973v1,82.49,0.0,889.0,0,0,WP_094328523.1_GCF_002949735.1_ASM294973v1,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,MULTISPECIES: circadian clock protein KaiC [unclassified Nostoc],Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Nostoc]
390,WP_104900424,WP_010874242,1261031,WP_104900424.1_GCF_002949735.1_ASM294973v1,86.0,5.73e-56,172.0,0,0,WP_104900424.1_GCF_002949735.1_ASM294973v1,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,circadian clock protein KaiB [Nostoc sp. 'Peltigera membranacea cyanobiont' N6],Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Nostoc sp. 'Peltigera membranacea cyanobiont' N6]
391,WP_094328965,WP_010874242,1261031,WP_094328965.1_GCF_002949735.1_ASM294973v1,46.341,7.86e-19,81.6,0,0,WP_094328965.1_GCF_002949735.1_ASM294973v1,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,MULTISPECIES: circadian clock KaiB family protein [unclassified Nostoc],Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [unclassified Nostoc]
392,WP_094328521,WP_010874241,1261031,WP_094328521.1_GCF_002949735.1_ASM294973v1,33.953,1.5900000000000002e-21,93.6,0,0,WP_094328521.1_GCF_002949735.1_ASM294973v1,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc sp. 'Peltigera membranacea cyanobiont' N6,MULTISPECIES: KaiA family protein [unclassified Nostoc],Nostoc sp. 'Peltigera membranacea cyanobiont' N6,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: KaiA family protein [unclassified Nostoc]
393,WP_061545690,WP_010874243,2666332,WP_061545690.1_GCF_014489415.1_ASM1448941v1,83.567,0.0,888.0,0,0,WP_061545690.1_GCF_014489415.1_ASM1448941v1,Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis curvispora GIHE-G1,MULTISPECIES: circadian clock protein KaiC [Cylindrospermopsis],Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Cylindrospermopsis]
394,WP_187705272,WP_010874242,2666332,WP_187705272.1_GCF_014489415.1_ASM1448941v1,92.135,1.09e-52,164.0,0,0,WP_187705272.1_GCF_014489415.1_ASM1448941v1,Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis curvispora GIHE-G1,circadian clock protein KaiB [Cylindrospermopsis curvispora],Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Cylindrospermopsis curvispora]
395,WP_187707041,WP_010874242,2666332,WP_187707041.1_GCF_014489415.1_ASM1448941v1,50.602,4.92e-15,71.6,0,0,WP_187707041.1_GCF_014489415.1_ASM1448941v1,Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis curvispora GIHE-G1,circadian clock protein KaiB [Cylindrospermopsis curvispora],Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Cylindrospermopsis curvispora]
396,WP_235678242,WP_010874241,2666332,WP_235678242.1_GCF_014489415.1_ASM1448941v1,50.0,4.91e-28,109.0,0,0,WP_235678242.1_GCF_014489415.1_ASM1448941v1,Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis curvispora GIHE-G1,circadian clock protein KaiA [Cylindrospermopsis curvispora],Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiA [Cylindrospermopsis curvispora]
397,WP_174711929,WP_010874243,2572090,WP_174711929.1_GCF_013343235.1_ASM1334323v1,82.296,0.0,888.0,0,0,WP_174711929.1_GCF_013343235.1_ASM1334323v1,Nostoc sp. TCL240-02,Nostoc sp. TCL240-02,circadian clock protein KaiC [Nostoc sp. TCL240-02],Nostoc sp. TCL240-02,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Nostoc sp. TCL240-02]
398,WP_114082480,WP_010874242,2572090,WP_114082480.1_GCF_013343235.1_ASM1334323v1,88.0,1.81e-57,176.0,0,0,WP_114082480.1_GCF_013343235.1_ASM1334323v1,Nostoc sp. TCL240-02,Nostoc sp. TCL240-02,MULTISPECIES: circadian clock protein KaiB [Nostocaceae],Nostoc sp. TCL240-02,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Nostocaceae]
399,WP_174712324,WP_010874242,2572090,WP_174712324.1_GCF_013343235.1_ASM1334323v1,46.341,6.85e-19,82.0,0,0,WP_174712324.1_GCF_013343235.1_ASM1334323v1,Nostoc sp. TCL240-02,Nostoc sp. TCL240-02,circadian clock KaiB family protein [Nostoc sp. TCL240-02],Nostoc sp. TCL240-02,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Nostoc sp. TCL240-02]
400,WP_174711930,WP_010874241,2572090,WP_174711930.1_GCF_013343235.1_ASM1334323v1,34.112,2.9e-31,119.0,0,0,WP_174711930.1_GCF_013343235.1_ASM1334323v1,Nostoc sp. TCL240-02,Nostoc sp. TCL240-02,KaiA family protein [Nostoc sp. TCL240-02],Nostoc sp. TCL240-02,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,KaiA family protein [Nostoc sp. TCL240-02]
401,WP_027401467,WP_010874243,747523,WP_027401467.1_GCF_024584745.1_ASM2458474v1,81.359,0.0,888.0,0,0,WP_027401467.1_GCF_024584745.1_ASM2458474v1,Dolichospermum heterosporum TAC447,Dolichospermum heterosporum TAC447,MULTISPECIES: circadian clock protein KaiC [Nostocales],Dolichospermum heterosporum TAC447,Dolichospermum,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Nostocales]
402,WP_027401468,WP_010874242,747523,WP_027401468.1_GCF_024584745.1_ASM2458474v1,86.869,1.2900000000000001e-56,174.0,0,0,WP_027401468.1_GCF_024584745.1_ASM2458474v1,Dolichospermum heterosporum TAC447,Dolichospermum heterosporum TAC447,circadian clock protein KaiB [Aphanizomenon flos-aquae],Dolichospermum heterosporum TAC447,Dolichospermum,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Aphanizomenon flos-aquae]
403,WP_027401873,WP_010874242,747523,WP_027401873.1_GCF_024584745.1_ASM2458474v1,45.0,6.79e-17,76.6,0,0,WP_027401873.1_GCF_024584745.1_ASM2458474v1,Dolichospermum heterosporum TAC447,Dolichospermum heterosporum TAC447,MULTISPECIES: circadian clock KaiB family protein [Aphanizomenonaceae],Dolichospermum heterosporum TAC447,Dolichospermum,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [Aphanizomenonaceae]
404,WP_257121056,WP_010874241,747523,WP_257121056.1_GCF_024584745.1_ASM2458474v1,33.636,2.5e-32,122.0,0,0,WP_257121056.1_GCF_024584745.1_ASM2458474v1,Dolichospermum heterosporum TAC447,Dolichospermum heterosporum TAC447,circadian clock protein KaiA [Dolichospermum heterosporum],Dolichospermum heterosporum TAC447,Dolichospermum,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiA [Dolichospermum heterosporum]
405,WP_027401467,WP_010874243,1647413,WP_027401467.1_GCF_001277295.1_ASM127729v1,81.359,0.0,888.0,0,0,WP_027401467.1_GCF_001277295.1_ASM127729v1,Anabaena sp. WA102,Anabaena sp. WA102,MULTISPECIES: circadian clock protein KaiC [Nostocales],Anabaena sp. WA102,Anabaena,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Nostocales]
406,WP_039201202,WP_010874242,1647413,WP_039201202.1_GCF_001277295.1_ASM127729v1,86.869,1.9300000000000001e-56,173.0,0,0,WP_039201202.1_GCF_001277295.1_ASM127729v1,Anabaena sp. WA102,Anabaena sp. WA102,MULTISPECIES: circadian clock protein KaiB [Nostocales],Anabaena sp. WA102,Anabaena,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Nostocales]
407,WP_053541198,WP_010874242,1647413,WP_053541198.1_GCF_001277295.1_ASM127729v1,45.0,6.24e-17,76.6,0,0,WP_053541198.1_GCF_001277295.1_ASM127729v1,Anabaena sp. WA102,Anabaena sp. WA102,MULTISPECIES: circadian clock KaiB family protein [Nostocales],Anabaena sp. WA102,Anabaena,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [Nostocales]
408,WP_053538891,WP_010874241,1647413,WP_053538891.1_GCF_001277295.1_ASM127729v1,45.161,8.31e-32,120.0,0,0,WP_053538891.1_GCF_001277295.1_ASM127729v1,Anabaena sp. WA102,Anabaena sp. WA102,MULTISPECIES: KaiA family protein [Nostocales],Anabaena sp. WA102,Anabaena,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: KaiA family protein [Nostocales]
409,WP_187038728,WP_010874243,984208,WP_187038728.1_GCF_019598945.1_ASM1959894v1,82.122,0.0,888.0,0,0,WP_187038728.1_GCF_019598945.1_ASM1959894v1,Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis torques-reginae ITEP-024,MULTISPECIES: circadian clock protein KaiC [Sphaerospermopsis],Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Sphaerospermopsis]
410,WP_194055195,WP_010874242,984208,WP_194055195.1_GCF_019598945.1_ASM1959894v1,87.379,7.1000000000000005e-59,179.0,0,0,WP_194055195.1_GCF_019598945.1_ASM1959894v1,Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis torques-reginae ITEP-024,MULTISPECIES: circadian clock protein KaiB [Sphaerospermopsis],Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Sphaerospermopsis]
411,WP_220608422,WP_010874242,984208,WP_220608422.1_GCF_019598945.1_ASM1959894v1,48.78,5.08e-20,84.7,0,0,WP_220608422.1_GCF_019598945.1_ASM1959894v1,Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis torques-reginae ITEP-024,circadian clock KaiB family protein [Sphaerospermopsis torques-reginae],Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Sphaerospermopsis torques-reginae]
412,WP_220610387,WP_010874241,984208,WP_220610387.1_GCF_019598945.1_ASM1959894v1,48.092,4.82e-36,131.0,0,0,WP_220610387.1_GCF_019598945.1_ASM1959894v1,Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis torques-reginae ITEP-024,circadian clock protein KaiA [Sphaerospermopsis torques-reginae],Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis,Aphanizomenonaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiA [Sphaerospermopsis torques-reginae]
413,WP_100901656,WP_010874243,2038116,WP_100901656.1_GCF_002813575.1_ASM281357v1,83.633,0.0,887.0,0,0,WP_100901656.1_GCF_002813575.1_ASM281357v1,Nostoc flagelliforme CCNUN1,Nostoc flagelliforme CCNUN1,circadian clock protein KaiC [Nostoc flagelliforme],Nostoc flagelliforme CCNUN1,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiC [Nostoc flagelliforme]
414,WP_100901655,WP_010874242,2038116,WP_100901655.1_GCF_002813575.1_ASM281357v1,83.81,7.740000000000001e-57,174.0,0,0,WP_100901655.1_GCF_002813575.1_ASM281357v1,Nostoc flagelliforme CCNUN1,Nostoc flagelliforme CCNUN1,circadian clock protein KaiB [Nostoc flagelliforme],Nostoc flagelliforme CCNUN1,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock protein KaiB [Nostoc flagelliforme]
415,WP_100897129,WP_010874242,2038116,WP_100897129.1_GCF_002813575.1_ASM281357v1,47.5,8.2e-19,81.6,0,0,WP_100897129.1_GCF_002813575.1_ASM281357v1,Nostoc flagelliforme CCNUN1,Nostoc flagelliforme CCNUN1,circadian clock KaiB family protein [Nostoc flagelliforme],Nostoc flagelliforme CCNUN1,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,circadian clock KaiB family protein [Nostoc flagelliforme]
416,WP_100901654,WP_010874241,2038116,WP_100901654.1_GCF_002813575.1_ASM281357v1,34.419,1.7700000000000002e-35,130.0,0,0,WP_100901654.1_GCF_002813575.1_ASM281357v1,Nostoc flagelliforme CCNUN1,Nostoc flagelliforme CCNUN1,KaiA family protein [Nostoc flagelliforme],Nostoc flagelliforme CCNUN1,Nostoc,Nostocaceae,unknown,Nostocales,unknown,Cyanobacteria,KaiA family protein [Nostoc flagelliforme]
