,sacc_transformed,qseqid,staxids,sseqid,pident,evalue,bitscore,qgi,sgi,sacc,sscinames,scomnames,stitle
408,WP_017289886,WP_010874242,1260963,WP_017289886.1_GCF_002142495.1_ASM214249v1,95.506,9.92e-55,169.0,0,0,WP_017289886.1_GCF_002142495.1_ASM214249v1,Leptolyngbya boryana dg5,Leptolyngbya boryana dg5,MULTISPECIES: circadian clock protein KaiB [Leptolyngbya]
409,WP_017289886,WP_010874242,411966,WP_017289886.1_GCF_002142475.1_ASM214247v1,95.506,9.92e-55,169.0,0,0,WP_017289886.1_GCF_002142475.1_ASM214247v1,Leptolyngbya boryana IAM M-101,Leptolyngbya boryana IAM M-101,MULTISPECIES: circadian clock protein KaiB [Leptolyngbya]
410,WP_185187138,WP_010874242,2751170,WP_185187138.1_GCF_014217875.1_ASM1421787v1,83.838,9.979999999999999e-55,169.0,0,0,WP_185187138.1_GCF_014217875.1_ASM1421787v1,Synechococcus sp. LTW-R,Synechococcus sp. LTW-R,circadian clock protein KaiB [Synechococcus sp. LTW-R]
411,WP_208673132,WP_010874242,2219813,WP_208673132.1_GCF_003846445.1_ASM384644v1,85.149,1.4499999999999998e-54,168.0,0,0,WP_208673132.1_GCF_003846445.1_ASM384644v1,Synechococcus elongatus PCC 11801,Synechococcus elongatus PCC 11801,circadian clock protein KaiB [Synechococcus elongatus]
412,WP_096608162,WP_010874242,1954172,WP_096608162.1_GCF_002368195.1_ASM236819v1,89.362,1.58e-54,168.0,0,0,WP_096608162.1_GCF_002368195.1_ASM236819v1,Calothrix sp. NIES-2100,Calothrix sp. NIES-2100,circadian clock protein KaiB [Calothrix sp. NIES-2100]
413,WP_041463238,WP_010874242,2653189,WP_041463238.1_GCF_023546805.1_ASM2354680v1,89.362,2.36e-54,168.0,0,0,WP_041463238.1_GCF_023546805.1_ASM2354680v1,Chroococcidiopsis sp. CCNUC1,Chroococcidiopsis sp. CCNUC1,MULTISPECIES: circadian clock protein KaiB [Chroococcidiopsis]
414,WP_041463238,WP_010874242,251229,WP_041463238.1_GCF_000317125.1_ASM31712v1,89.362,2.36e-54,168.0,0,0,WP_041463238.1_GCF_000317125.1_ASM31712v1,Chroococcidiopsis thermalis PCC 7203,Chroococcidiopsis thermalis PCC 7203,MULTISPECIES: circadian clock protein KaiB [Chroococcidiopsis]
415,WP_179066879,WP_010874242,2576902,WP_179066879.1_GCF_013393905.1_ASM1339390v1,89.362,2.4699999999999996e-54,167.0,0,0,WP_179066879.1_GCF_013393905.1_ASM1339390v1,Nostoc sp. C052,Nostoc sp. C052,circadian clock protein KaiB [Nostoc sp. C052]
416,WP_038653978,WP_010874242,1501269,WP_038653978.1_GCF_000757865.1_ASM75786v1,84.536,2.8999999999999996e-54,167.0,0,0,WP_038653978.1_GCF_000757865.1_ASM75786v1,Prochlorococcus sp. MIT 0801,Prochlorococcus sp. MIT 0801,circadian clock protein KaiB [Prochlorococcus sp. MIT 0801]
417,WP_099099291,WP_010874242,1618022,WP_099099291.1_GCF_002949795.1_ASM294979v1,89.362,3.18e-54,167.0,0,0,WP_099099291.1_GCF_002949795.1_ASM294979v1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',MULTISPECIES: circadian clock protein KaiB [Nostoc]
418,WP_130129832,WP_010874242,59932,WP_130129832.1_GCF_004209775.1_ASM420977v1,85.263,3.5799999999999997e-54,168.0,0,0,WP_130129832.1_GCF_004209775.1_ASM420977v1,Synechococcus sp. WH 8101,Synechococcus sp. WH 8101,circadian clock protein KaiB [Synechococcus sp. WH 8101]
419,WP_011820807,WP_010874242,167542,WP_011820807.1_GCF_000015665.1_ASM1566v1,85.567,3.6399999999999994e-54,167.0,0,0,WP_011820807.1_GCF_000015665.1_ASM1566v1,Prochlorococcus marinus str. MIT 9515,Prochlorococcus marinus str. MIT 9515,circadian clock protein KaiB [Prochlorococcus marinus]
420,WP_011132977,WP_010874242,59919,WP_011132977.1_GCF_000011465.1_ASM1146v1,85.567,3.8999999999999996e-54,167.0,0,0,WP_011132977.1_GCF_000011465.1_ASM1146v1,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus marinus subsp. pastoris str. CCMP1986,circadian clock protein KaiB [Prochlorococcus marinus]
421,WP_011818959,WP_010874242,146891,WP_011818959.1_GCF_000015645.1_ASM1564v1,85.567,3.9499999999999996e-54,167.0,0,0,WP_011818959.1_GCF_000015645.1_ASM1564v1,Prochlorococcus marinus str. AS9601,Prochlorococcus marinus str. AS9601,circadian clock protein KaiB [Prochlorococcus marinus]
422,WP_011863456,WP_010874242,167546,WP_011863456.1_GCF_000015965.1_ASM1596v1,85.567,4.87e-54,167.0,0,0,WP_011863456.1_GCF_000015965.1_ASM1596v1,Prochlorococcus marinus str. MIT 9301,Prochlorococcus marinus str. MIT 9301,circadian clock protein KaiB [Prochlorococcus marinus]
423,WP_002807968,WP_010874242,93060,WP_002807968.1_GCF_000018065.1_ASM1806v1,85.567,4.92e-54,167.0,0,0,WP_002807968.1_GCF_000018065.1_ASM1806v1,Prochlorococcus marinus str. MIT 9215,Prochlorococcus marinus str. MIT 9215,MULTISPECIES: circadian clock protein KaiB [Prochlorococcus]
424,WP_002807968,WP_010874242,1924287,WP_002807968.1_GCF_001989455.1_ASM198945v1,85.567,4.92e-54,167.0,0,0,WP_002807968.1_GCF_001989455.1_ASM198945v1,Prochlorococcus sp. RS04,Prochlorococcus sp. RS04,MULTISPECIES: circadian clock protein KaiB [Prochlorococcus]
425,WP_002807968,WP_010874242,1924286,WP_002807968.1_GCF_001989435.1_ASM198943v1,85.567,4.92e-54,167.0,0,0,WP_002807968.1_GCF_001989435.1_ASM198943v1,Prochlorococcus sp. RS01,Prochlorococcus sp. RS01,MULTISPECIES: circadian clock protein KaiB [Prochlorococcus]
426,WP_002807968,WP_010874242,1924285,WP_002807968.1_GCF_001989415.1_ASM198941v1,85.567,4.92e-54,167.0,0,0,WP_002807968.1_GCF_001989415.1_ASM198941v1,Prochlorococcus sp. RS50,Prochlorococcus sp. RS50,MULTISPECIES: circadian clock protein KaiB [Prochlorococcus]
427,WP_150884653,WP_010874242,2511069,WP_150884653.1_GCF_008807075.1_ASM880707v1,85.263,5.0099999999999993e-54,167.0,0,0,WP_150884653.1_GCF_008807075.1_ASM880707v1,Synechococcus sp. RSCCF101,Synechococcus sp. RSCCF101,circadian clock protein KaiB [Synechococcus sp. RSCCF101]
428,WP_011936241,WP_010874242,221341,WP_011936241.1_GCF_014279855.1_ASM1427985v1,84.848,5.159999999999999e-54,167.0,0,0,WP_011936241.1_GCF_014279855.1_ASM1427985v1,Synechococcus sp. Minos11,Synechococcus sp. Minos11,circadian clock protein KaiB [Synechococcus sp. Minos11]
429,WP_096675813,WP_010874242,2005456,WP_096675813.1_GCF_002368315.1_ASM236831v1,83.168,6.12e-54,167.0,0,0,WP_096675813.1_GCF_002368315.1_ASM236831v1,Fischerella sp. NIES-4106,Fischerella sp. NIES-4106,circadian clock protein KaiB [Fischerella sp. NIES-4106]
430,WP_015188903,WP_010874242,1173026,WP_015188903.1_GCF_000317555.1_ASM31755v1,84.158,8.329999999999999e-54,166.0,0,0,WP_015188903.1_GCF_000317555.1_ASM31755v1,Gloeocapsa sp. PCC 7428,Gloeocapsa sp. PCC 7428,MULTISPECIES: circadian clock protein KaiB [Chroococcaceae]
431,WP_011295262,WP_010874242,59920,WP_011295262.1_GCF_000012465.1_ASM1246v1,83.505,9.469999999999999e-54,166.0,0,0,WP_011295262.1_GCF_000012465.1_ASM1246v1,Prochlorococcus marinus str. NATL2A,Prochlorococcus marinus str. NATL2A,circadian clock protein KaiB [Prochlorococcus marinus]
432,WP_069069132,WP_010874242,1472755,WP_069069132.1_GCF_014023275.1_ASM1402327v1,92.222,1.0599999999999999e-53,166.0,0,0,WP_069069132.1_GCF_014023275.1_ASM1402327v1,Nostoc edaphicum CCNP1411,Nostoc edaphicum CCNP1411,MULTISPECIES: circadian clock protein KaiB [Nostoc]
433,WP_011824321,WP_010874242,167555,WP_011824321.1_GCF_000015685.1_ASM1568v1,83.505,1.21e-53,166.0,0,0,WP_011824321.1_GCF_000015685.1_ASM1568v1,Prochlorococcus marinus str. NATL1A,Prochlorococcus marinus str. NATL1A,circadian clock protein KaiB [Prochlorococcus marinus]
434,WP_011376985,WP_010874242,74546,WP_011376985.1_GCF_000012645.1_ASM1264v1,84.536,1.21e-53,166.0,0,0,WP_011376985.1_GCF_000012645.1_ASM1264v1,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,circadian clock protein KaiB [Prochlorococcus marinus]
435,WP_068383805,WP_010874242,1752064,WP_068383805.1_GCF_001548435.1_ASM154843v1,94.382,1.34e-53,166.0,0,0,WP_068383805.1_GCF_001548435.1_ASM154843v1,Leptolyngbya sp. NIES-3755,Leptolyngbya sp. NIES-3755,circadian clock protein KaiB [Leptolyngbya sp. NIES-3755]
436,WP_025913788,WP_010874242,1501268,WP_025913788.1_GCF_000757845.1_ASM75784v1,84.536,1.98e-53,166.0,0,0,WP_025913788.1_GCF_000757845.1_ASM75784v1,Prochlorococcus sp. MIT 0604,Prochlorococcus sp. MIT 0604,MULTISPECIES: circadian clock protein KaiB [Prochlorococcus]
437,WP_096592857,WP_010874242,1954171,WP_096592857.1_GCF_002368175.1_ASM236817v1,87.234,2.29e-53,165.0,0,0,WP_096592857.1_GCF_002368175.1_ASM236817v1,Calothrix sp. NIES-2098,Calothrix sp. NIES-2098,circadian clock protein KaiB [Calothrix sp. NIES-2098]
438,WP_231598002,WP_010874242,1353134,WP_231598002.1_GCF_015840915.1_ASM1584091v1,80.0,3.23e-53,166.0,0,0,WP_231598002.1_GCF_015840915.1_ASM1584091v1,Synechococcus sp. CBW1002,Synechococcus sp. CBW1002,circadian clock protein KaiB [Synechococcus sp. CBW1002]
439,WP_011125575,WP_010874242,167539,WP_011125575.1_GCF_000007925.1_ASM792v1,80.198,5.22e-53,165.0,0,0,WP_011125575.1_GCF_000007925.1_ASM792v1,Prochlorococcus marinus subsp. marinus str. CCMP1375,Prochlorococcus marinus subsp. marinus str. CCMP1375,MULTISPECIES: circadian clock protein KaiB [Prochlorococcus]
440,WP_225875782,WP_010874242,261284,WP_225875782.1_GCF_014280235.1_ASM1428023v1,82.828,7.16e-53,165.0,0,0,WP_225875782.1_GCF_014280235.1_ASM1428023v1,Cyanobium sp. NS01,Cyanobium sp. NS01,MULTISPECIES: circadian clock protein KaiB [unclassified Cyanobium]
441,WP_015225154,WP_010874242,65093,WP_015225154.1_GCF_000317635.1_ASM31763v1,92.222,7.36e-53,164.0,0,0,WP_015225154.1_GCF_000317635.1_ASM31763v1,Halothece sp. PCC 7418,Halothece sp. PCC 7418,circadian clock protein KaiB [Halothece sp. PCC 7418]
442,WP_012195949,WP_010874242,93059,WP_012195949.1_GCF_000018585.1_ASM1858v1,81.188,7.87e-53,164.0,0,0,WP_012195949.1_GCF_000018585.1_ASM1858v1,Prochlorococcus marinus str. MIT 9211,Prochlorococcus marinus str. MIT 9211,circadian clock protein KaiB [Prochlorococcus marinus]
443,WP_011430723,WP_010874242,321332,WP_011430723.1_GCF_000013225.1_ASM1322v1,85.263,9.3e-53,164.0,0,0,WP_011430723.1_GCF_000013225.1_ASM1322v1,Synechococcus sp. JA-2-3B'a(2-13),Synechococcus sp. JA-2-3B'a(2-13),MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
444,WP_011430723,WP_010874242,321327,WP_011430723.1_GCF_000013205.1_ASM1320v1,85.263,9.3e-53,164.0,0,0,WP_011430723.1_GCF_000013205.1_ASM1320v1,Synechococcus sp. JA-3-3Ab,Synechococcus sp. JA-3-3Ab,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
445,WP_187705272,WP_010874242,2666332,WP_187705272.1_GCF_014489415.1_ASM1448941v1,92.135,1.09e-52,164.0,0,0,WP_187705272.1_GCF_014489415.1_ASM1448941v1,Cylindrospermopsis curvispora GIHE-G1,Cylindrospermopsis curvispora GIHE-G1,circadian clock protein KaiB [Cylindrospermopsis curvispora]
446,WP_231605384,WP_010874242,1353138,WP_231605384.1_GCF_015840525.1_ASM1584052v1,79.0,1.97e-52,164.0,0,0,WP_231605384.1_GCF_015840525.1_ASM1584052v1,Synechococcus sp. CBW1006,Synechococcus sp. CBW1006,circadian clock protein KaiB [Synechococcus sp. CBW1006]
447,WP_251957493,WP_010874242,449208,WP_251957493.1_GCF_023734775.1_ASM2373477v1,91.111,2.08e-52,163.0,0,0,WP_251957493.1_GCF_023734775.1_ASM2373477v1,Nostoc cf. commune SO-36,Nostoc cf. commune SO-36,circadian clock protein KaiB [Nostoc commune]
448,WP_024546079,WP_010874242,1827144,WP_024546079.1_GCF_002356215.1_ASM235621v1,89.011,3.02e-52,162.0,0,0,WP_024546079.1_GCF_002356215.1_ASM235621v1,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
449,WP_030006078,WP_010874242,195248,WP_030006078.1_GCF_001693295.1_ASM169329v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_001693295.1_ASM169329v1,Synechococcus sp. PCC 8807,Synechococcus sp. PCC 8807,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
450,WP_030006078,WP_010874242,195498,WP_030006078.1_GCF_001693275.1_ASM169327v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_001693275.1_ASM169327v1,Synechococcus sp. PCC 7117,Synechococcus sp. PCC 7117,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
451,WP_030006078,WP_010874242,374981,WP_030006078.1_GCF_001693255.1_ASM169325v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_001693255.1_ASM169325v1,Synechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
452,WP_030006078,WP_010874242,374982,WP_030006078.1_GCF_001521855.1_ASM152185v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_001521855.1_ASM152185v1,Synechococcus sp. PCC 73109,Synechococcus sp. PCC 73109,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
453,WP_030006078,WP_010874242,32049,WP_030006078.1_GCF_000019485.1_ASM1948v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_000019485.1_ASM1948v1,Synechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
454,WP_030006078,WP_010874242,2579791,WP_030006078.1_GCF_005577135.1_ASM557713v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_005577135.1_ASM557713v1,Synechococcus sp. PCC 11901,Synechococcus sp. PCC 11901,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
455,WP_015208713,WP_010874242,56107,WP_015208713.1_GCF_000317535.1_ASM31753v1,91.011,4.38e-52,162.0,0,0,WP_015208713.1_GCF_000317535.1_ASM31753v1,Cylindrospermum stagnale PCC 7417,Cylindrospermum stagnale PCC 7417,circadian clock protein KaiB [Cylindrospermum stagnale]
456,WP_190604342,WP_010874242,1357546,WP_190604342.1_GCF_019056575.1_ASM1905657v1,91.011,4.8299999999999996e-52,162.0,0,0,WP_190604342.1_GCF_019056575.1_ASM1905657v1,Richelia sinica FACHB-800,Richelia sinica FACHB-800,circadian clock protein KaiB [Richelia sinica]
457,WP_230402773,WP_010874242,1188229,WP_230402773.1_GCF_001870225.1_ASM187022v1,81.443,1.07e-51,161.0,0,0,WP_230402773.1_GCF_001870225.1_ASM187022v1,Gloeomargarita lithophora Alchichica-D10,Gloeomargarita lithophora Alchichica-D10,circadian clock protein KaiB [Gloeomargarita lithophora]
458,WP_015147792,WP_010874242,56110,WP_015147792.1_GCF_000317105.1_ASM31710v1,95.294,2.51e-51,160.0,0,0,WP_015147792.1_GCF_000317105.1_ASM31710v1,Oscillatoria acuminata PCC 6304,Oscillatoria acuminata PCC 6304,circadian clock protein KaiB [Oscillatoria acuminata]
459,WP_017324096,WP_010874242,195250,WP_017324096.1_GCF_000332275.1_ASM33227v1,79.798,8.33e-51,159.0,0,0,WP_017324096.1_GCF_000332275.1_ASM33227v1,Synechococcus sp. PCC 7336,Synechococcus sp. PCC 7336,circadian clock protein KaiB [Synechococcus sp. PCC 7336]
460,WP_236308322,WP_010874242,683357,WP_236308322.1_GCF_021650815.1_ASM2165081v1,88.764,1.06e-50,159.0,0,0,WP_236308322.1_GCF_021650815.1_ASM2165081v1,Cylindrospermopsis raciborskii KLL07,Cylindrospermopsis raciborskii KLL07,circadian clock protein KaiB [Cylindrospermopsis raciborskii]
461,WP_006276131,WP_010874242,1524929,WP_006276131.1_GCF_018139025.1_ASM1813902v1,88.764,1.62e-50,158.0,0,0,WP_006276131.1_GCF_018139025.1_ASM1813902v1,Cylindrospermopsis raciborskii N8,Cylindrospermopsis raciborskii N8,MULTISPECIES: circadian clock protein KaiB [Cylindrospermopsis]
462,WP_006276131,WP_010874242,2108055,WP_006276131.1_GCF_003367075.2_ASM336707v2,88.764,1.62e-50,158.0,0,0,WP_006276131.1_GCF_003367075.2_ASM336707v2,Cylindrospermopsis raciborskii Cr2010,Cylindrospermopsis raciborskii Cr2010,MULTISPECIES: circadian clock protein KaiB [Cylindrospermopsis]
463,WP_250123414,WP_010874242,155894,WP_250123414.1_GCF_023558375.1_ASM2355837v1,85.393,4.21e-50,158.0,0,0,WP_250123414.1_GCF_023558375.1_ASM2355837v1,Chroococcidiopsis sp. CCMEE 29,Chroococcidiopsis sp. CCMEE 29,circadian clock protein KaiB [Chroococcidiopsis sp. CCMEE 29]
464,WP_015119207,WP_010874242,373994,WP_015119207.1_GCF_000316665.1_ASM31666v1,81.25,5.75e-50,157.0,0,0,WP_015119207.1_GCF_000316665.1_ASM31666v1,Rivularia sp. PCC 7116,Rivularia sp. PCC 7116,circadian clock protein KaiB [Rivularia sp. PCC 7116]
465,WP_096656127,WP_010874242,1973488,WP_096656127.1_GCF_002368095.1_ASM236809v1,78.788,6.56e-50,157.0,0,0,WP_096656127.1_GCF_002368095.1_ASM236809v1,Calothrix parasitica NIES-267,Calothrix parasitica NIES-267,circadian clock protein KaiB [Calothrix parasitica]
466,WP_015135211,WP_010874242,111781,WP_015135211.1_GCF_000316605.1_ASM31660v1,58.427,8.22e-30,106.0,0,0,WP_015135211.1_GCF_000316605.1_ASM31660v1,Leptolyngbya sp. PCC 7376,Leptolyngbya sp. PCC 7376,KaiB domain-containing protein [Leptolyngbya sp. PCC 7376]
467,WP_096417101,WP_010874242,1827144,WP_096417101.1_GCF_002356215.1_ASM235621v1,54.651,5.95e-28,101.0,0,0,WP_096417101.1_GCF_002356215.1_ASM235621v1,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,circadian clock protein KaiB [Synechococcus sp. NIES-970]
468,WP_083997966,WP_010874242,374981,WP_083997966.1_GCF_001693255.1_ASM169325v1,52.326,1.59e-26,97.8,0,0,WP_083997966.1_GCF_001693255.1_ASM169325v1,Synechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,circadian clock protein KaiB [Synechococcus sp. PCC 7003]
469,WP_012306548,WP_010874242,195248,WP_012306548.1_GCF_001693295.1_ASM169329v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_001693295.1_ASM169329v1,Synechococcus sp. PCC 8807,Synechococcus sp. PCC 8807,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
470,WP_012306548,WP_010874242,195498,WP_012306548.1_GCF_001693275.1_ASM169327v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_001693275.1_ASM169327v1,Synechococcus sp. PCC 7117,Synechococcus sp. PCC 7117,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
471,WP_012306548,WP_010874242,374982,WP_012306548.1_GCF_001521855.1_ASM152185v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_001521855.1_ASM152185v1,Synechococcus sp. PCC 73109,Synechococcus sp. PCC 73109,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
472,WP_012306548,WP_010874242,32049,WP_012306548.1_GCF_000019485.1_ASM1948v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_000019485.1_ASM1948v1,Synechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
473,WP_012306548,WP_010874242,2579791,WP_012306548.1_GCF_005577135.1_ASM557713v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_005577135.1_ASM557713v1,Synechococcus sp. PCC 11901,Synechococcus sp. PCC 11901,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
474,WP_006631319,WP_010874242,669365,WP_006631319.1_GCF_022701275.1_ASM2270127v1,52.941,4.0299999999999994e-23,93.2,0,0,WP_006631319.1_GCF_022701275.1_ASM2270127v1,Microcoleus vaginatus PCC 9802,Microcoleus vaginatus PCC 9802,circadian clock KaiB family protein [Microcoleus vaginatus]
475,WP_017287953,WP_010874242,462680,WP_017287953.1_GCF_022372495.1_ASM2237249v1,47.674,8.619999999999999e-23,92.0,0,0,WP_017287953.1_GCF_022372495.1_ASM2237249v1,Leptolyngbya boryana IU 594,Leptolyngbya boryana IU 594,circadian clock KaiB family protein [Leptolyngbya boryana]
476,WP_017287953,WP_010874242,1973484,WP_017287953.1_GCF_002368255.1_ASM236825v1,47.674,8.619999999999999e-23,92.0,0,0,WP_017287953.1_GCF_002368255.1_ASM236825v1,Leptolyngbya boryana NIES-2135,Leptolyngbya boryana NIES-2135,circadian clock KaiB family protein [Leptolyngbya boryana]
477,WP_017287953,WP_010874242,1260963,WP_017287953.1_GCF_002142495.1_ASM214249v1,47.674,8.619999999999999e-23,92.0,0,0,WP_017287953.1_GCF_002142495.1_ASM214249v1,Leptolyngbya boryana dg5,Leptolyngbya boryana dg5,circadian clock KaiB family protein [Leptolyngbya boryana]
478,WP_017287953,WP_010874242,411966,WP_017287953.1_GCF_002142475.1_ASM214247v1,47.674,8.619999999999999e-23,92.0,0,0,WP_017287953.1_GCF_002142475.1_ASM214247v1,Leptolyngbya boryana IAM M-101,Leptolyngbya boryana IAM M-101,circadian clock KaiB family protein [Leptolyngbya boryana]
479,WP_015145392,WP_010874242,118163,WP_015145392.1_GCF_000317025.1_ASM31702v1,48.78,1.04e-22,91.7,0,0,WP_015145392.1_GCF_000317025.1_ASM31702v1,Pleurocapsa sp. PCC 7327,Pleurocapsa sp. PCC 7327,circadian clock KaiB family protein [Pleurocapsa sp. PCC 7327]
480,WP_242717464,WP_010874242,2303329,WP_242717464.1_GCF_022701255.1_ASM2270125v1,52.941,2.0600000000000001e-22,91.3,0,0,WP_242717464.1_GCF_022701255.1_ASM2270125v1,Microcoleus vaginatus HSN003,Microcoleus vaginatus HSN003,circadian clock KaiB family protein [Microcoleus vaginatus]
481,WP_096691369,WP_010874242,2005469,WP_096691369.1_GCF_002368455.1_ASM236845v1,48.78,3.99e-22,90.5,0,0,WP_096691369.1_GCF_002368455.1_ASM236845v1,Calothrix sp. NIES-4071,Calothrix sp. NIES-4071,MULTISPECIES: circadian clock KaiB family protein [unclassified Calothrix]
482,WP_096691369,WP_010874242,2005463,WP_096691369.1_GCF_002368415.1_ASM236841v1,48.78,3.99e-22,90.5,0,0,WP_096691369.1_GCF_002368415.1_ASM236841v1,Calothrix sp. NIES-4105,Calothrix sp. NIES-4105,MULTISPECIES: circadian clock KaiB family protein [unclassified Calothrix]
483,WP_233258442,WP_010874242,222819,WP_233258442.1_GCF_016446395.1_ASM1644639v1,50.0,5.28e-22,90.1,0,0,WP_233258442.1_GCF_016446395.1_ASM1644639v1,[Phormidium] sp. ETS-05,[Phormidium] sp. ETS-05,circadian clock KaiB family protein [[Phormidium] sp. ETS-05]
484,WP_096557160,WP_010874242,2005458,WP_096557160.1_GCF_002368335.1_ASM236833v1,50.0,7e-22,89.7,0,0,WP_096557160.1_GCF_002368335.1_ASM236833v1,Nostoc sp. NIES-4103,Nostoc sp. NIES-4103,circadian clock KaiB family protein [Nostoc sp. NIES-4103]
485,WP_015175850,WP_010874242,179408,WP_015175850.1_GCF_000317475.1_ASM31747v1,51.765,7.79e-22,89.7,0,0,WP_015175850.1_GCF_000317475.1_ASM31747v1,Oscillatoria nigro-viridis PCC 7112,Oscillatoria nigro-viridis PCC 7112,circadian clock KaiB family protein [Oscillatoria nigro-viridis]
486,WP_015140978,WP_010874242,28072,WP_015140978.1_GCF_000316645.1_ASM31664v1,47.126,8.2100000000000005e-22,89.7,0,0,WP_015140978.1_GCF_000316645.1_ASM31664v1,Nostoc sp. PCC 7524,Nostoc sp. PCC 7524,circadian clock KaiB family protein [Nostoc sp. PCC 7524]
487,WP_011320368,WP_010874242,375899,WP_011320368.1_GCF_009856605.1_ASM985660v1,51.22,9.29e-22,89.4,0,0,WP_011320368.1_GCF_009856605.1_ASM985660v1,Trichormus variabilis 0441,Trichormus variabilis 0441,MULTISPECIES: circadian clock KaiB family protein [Nostocaceae]
488,WP_011320368,WP_010874242,2490939,WP_011320368.1_GCF_009498015.1_ASM949801v1,51.22,9.29e-22,89.4,0,0,WP_011320368.1_GCF_009498015.1_ASM949801v1,Anabaena sp. YBS01,Anabaena sp. YBS01,MULTISPECIES: circadian clock KaiB family protein [Nostocaceae]
489,WP_011320368,WP_010874242,240292,WP_011320368.1_GCF_000204075.1_ASM20407v1,51.22,9.29e-22,89.4,0,0,WP_011320368.1_GCF_000204075.1_ASM20407v1,Trichormus variabilis ATCC 29413,Trichormus variabilis ATCC 29413,MULTISPECIES: circadian clock KaiB family protein [Nostocaceae]
490,WP_042341684,WP_010874242,99598,WP_042341684.1_GCF_000316575.1_ASM31657v1,50.0,1.4400000000000001e-21,89.0,0,0,WP_042341684.1_GCF_000316575.1_ASM31657v1,Calothrix sp. PCC 7507,Calothrix sp. PCC 7507,circadian clock KaiB family protein [Calothrix sp. PCC 7507]
491,WP_169263935,WP_010874242,415709,WP_169263935.1_GCF_006968745.1_ASM696874v1,50.588,1.52e-21,89.0,0,0,WP_169263935.1_GCF_006968745.1_ASM696874v1,Brasilonema sennae CENA114,Brasilonema sennae CENA114,MULTISPECIES: circadian clock KaiB family protein [Brasilonema]
492,WP_015173245,WP_010874242,1173025,WP_015173245.1_GCF_000317045.1_ASM31704v1,48.235,1.9000000000000003e-21,88.6,0,0,WP_015173245.1_GCF_000317045.1_ASM31704v1,Geitlerinema sp. PCC 7407,Geitlerinema sp. PCC 7407,circadian clock KaiB family protein [Geitlerinema sp. PCC 7407]
493,WP_206268747,WP_010874242,2814655,WP_206268747.1_GCF_017164015.1_ASM1716401v1,50.0,2.11e-21,88.6,0,0,WP_206268747.1_GCF_017164015.1_ASM1716401v1,Nostoc sp. UHCC 0702,Nostoc sp. UHCC 0702,circadian clock KaiB family protein [Nostoc sp. UHCC 0702]
494,WP_067768554,WP_010874242,1751286,WP_067768554.1_GCF_001548375.1_ASM154837v1,50.0,2.19e-21,88.6,0,0,WP_067768554.1_GCF_001548375.1_ASM154837v1,Nostoc sp. NIES-3756,Nostoc sp. NIES-3756,MULTISPECIES: circadian clock KaiB family protein [unclassified Nostoc]
495,WP_067768554,WP_010874242,1973475,WP_067768554.1_GCF_002368215.1_ASM236821v1,50.0,2.19e-21,88.6,0,0,WP_067768554.1_GCF_002368215.1_ASM236821v1,Nostoc sp. NIES-2111,Nostoc sp. NIES-2111,MULTISPECIES: circadian clock KaiB family protein [unclassified Nostoc]
